rank,run_name,hidden_dim,activation,lr,lr_decay,weight_decay,epochs,best_val_acc,checkpoint_path
688,hd128_sigmoid_lr0p01_decay0p98_wd0p0,128,sigmoid,0.01,0.98,0.0,50,0.8521666666666666,model/weights/hd128_sigmoid_lr0p01_decay0p98_wd0p0_best.npz
689,hd128_sigmoid_lr0p01_decay0p98_wd1e-05,128,sigmoid,0.01,0.98,1e-05,50,0.852,model/weights/hd128_sigmoid_lr0p01_decay0p98_wd1e-05_best.npz
690,hd128_sigmoid_lr0p01_decay0p98_wd0p001,128,sigmoid,0.01,0.98,0.001,50,0.8501666666666666,model/weights/hd128_sigmoid_lr0p01_decay0p98_wd0p001_best.npz
691,hd512_sigmoid_lr0p01_decay0p95_wd0p0,512,sigmoid,0.01,0.95,0.0,50,0.8468333333333333,model/weights/hd512_sigmoid_lr0p01_decay0p95_wd0p0_best.npz
692,hd512_sigmoid_lr0p01_decay0p95_wd1e-05,512,sigmoid,0.01,0.95,1e-05,50,0.8468333333333333,model/weights/hd512_sigmoid_lr0p01_decay0p95_wd1e-05_best.npz
693,hd512_sigmoid_lr0p01_decay0p95_wd0p0001,512,sigmoid,0.01,0.95,0.0001,50,0.8465,model/weights/hd512_sigmoid_lr0p01_decay0p95_wd0p0001_best.npz
694,hd512_sigmoid_lr0p01_decay0p95_wd0p001,512,sigmoid,0.01,0.95,0.001,50,0.8456666666666667,model/weights/hd512_sigmoid_lr0p01_decay0p95_wd0p001_best.npz
695,hd256_sigmoid_lr0p01_decay0p95_wd0p0001,256,sigmoid,0.01,0.95,0.0001,50,0.8426666666666667,model/weights/hd256_sigmoid_lr0p01_decay0p95_wd0p0001_best.npz
696,hd256_sigmoid_lr0p01_decay0p95_wd1e-05,256,sigmoid,0.01,0.95,1e-05,50,0.8426666666666667,model/weights/hd256_sigmoid_lr0p01_decay0p95_wd1e-05_best.npz
697,hd256_sigmoid_lr0p01_decay0p95_wd0p0,256,sigmoid,0.01,0.95,0.0,50,0.8425,model/weights/hd256_sigmoid_lr0p01_decay0p95_wd0p0_best.npz
698,hd128_sigmoid_lr0p01_decay0p95_wd0p0001,128,sigmoid,0.01,0.95,0.0001,50,0.8415,model/weights/hd128_sigmoid_lr0p01_decay0p95_wd0p0001_best.npz
699,hd128_sigmoid_lr0p01_decay0p95_wd0p0,128,sigmoid,0.01,0.95,0.0,50,0.8415,model/weights/hd128_sigmoid_lr0p01_decay0p95_wd0p0_best.npz
700,hd128_sigmoid_lr0p01_decay0p95_wd1e-05,128,sigmoid,0.01,0.95,1e-05,50,0.8415,model/weights/hd128_sigmoid_lr0p01_decay0p95_wd1e-05_best.npz
701,hd128_sigmoid_lr0p01_decay0p95_wd0p001,128,sigmoid,0.01,0.95,0.001,50,0.841,model/weights/hd128_sigmoid_lr0p01_decay0p95_wd0p001_best.npz
702,hd256_sigmoid_lr0p01_decay0p95_wd0p001,256,sigmoid,0.01,0.95,0.001,50,0.841,model/weights/hd256_sigmoid_lr0p01_decay0p95_wd0p001_best.npz
703,hd512_sigmoid_lr0p01_decay0p9_wd0p0001,512,sigmoid,0.01,0.9,0.0001,50,0.833,model/weights/hd512_sigmoid_lr0p01_decay0p9_wd0p0001_best.npz
704,hd512_sigmoid_lr0p01_decay0p9_wd0p0,512,sigmoid,0.01,0.9,0.0,50,0.833,model/weights/hd512_sigmoid_lr0p01_decay0p9_wd0p0_best.npz
705,hd512_sigmoid_lr0p01_decay0p9_wd1e-05,512,sigmoid,0.01,0.9,1e-05,50,0.833,model/weights/hd512_sigmoid_lr0p01_decay0p9_wd1e-05_best.npz
706,hd512_sigmoid_lr0p01_decay0p9_wd0p001,512,sigmoid,0.01,0.9,0.001,50,0.832,model/weights/hd512_sigmoid_lr0p01_decay0p9_wd0p001_best.npz
707,hd256_sigmoid_lr0p01_decay0p9_wd0p0,256,sigmoid,0.01,0.9,0.0,50,0.8281666666666667,model/weights/hd256_sigmoid_lr0p01_decay0p9_wd0p0_best.npz
708,hd256_sigmoid_lr0p01_decay0p9_wd1e-05,256,sigmoid,0.01,0.9,1e-05,50,0.828,model/weights/hd256_sigmoid_lr0p01_decay0p9_wd1e-05_best.npz
709,hd256_sigmoid_lr0p01_decay0p9_wd0p0001,256,sigmoid,0.01,0.9,0.0001,50,0.8276666666666667,model/weights/hd256_sigmoid_lr0p01_decay0p9_wd0p0001_best.npz
710,hd256_sigmoid_lr0p01_decay0p9_wd0p001,256,sigmoid,0.01,0.9,0.001,50,0.827,model/weights/hd256_sigmoid_lr0p01_decay0p9_wd0p001_best.npz
711,hd128_sigmoid_lr0p01_decay0p9_wd0p0,128,sigmoid,0.01,0.9,0.0,50,0.8256666666666667,model/weights/hd128_sigmoid_lr0p01_decay0p9_wd0p0_best.npz
712,hd128_sigmoid_lr0p01_decay0p9_wd1e-05,128,sigmoid,0.01,0.9,1e-05,50,0.8256666666666667,model/weights/hd128_sigmoid_lr0p01_decay0p9_wd1e-05_best.npz
713,hd128_sigmoid_lr0p01_decay0p9_wd0p0001,128,sigmoid,0.01,0.9,0.0001,50,0.8255,model/weights/hd128_sigmoid_lr0p01_decay0p9_wd0p0001_best.npz
714,hd128_sigmoid_lr0p01_decay0p9_wd0p001,128,sigmoid,0.01,0.9,0.001,50,0.8238333333333333,model/weights/hd128_sigmoid_lr0p01_decay0p9_wd0p001_best.npz
